invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority
404422,Wireless Mouse,2,2022-05-01 09:00,79.01,0.12,5.85,Electronics,Online,Not Returned,High
278066,USB Cable,34,2022-05-01 10:00,10.91,0.36,24.8,Apparel,Online,Not Returned,Low
902066,Blue Pen,32,2022-05-01 11:00,27.65,0.32,11.67,Furniture,Online,Not Returned,Medium
860395,T-shirt,49,2022-05-01 12:00,2.51,0.08,11.39,Electronics,Online,Not Returned,Low
226259,Office Chair,24,2022-05-01 13:00,30.95,0.49,8.49,Electronics,In-store,Returned,High
504181,Headphones,49,2022-05-01 14:00,27.06,0.46,23.24,Stationery,Online,Returned,Medium
938628,White Mug,30,2022-05-01 15:00,42.55,0.05,23.51,Stationery,In-store,Not Returned,Low
460823,T-shirt,14,2022-05-01 16:00,10.52,0.43,21.76,Furniture,In-store,Not Returned,High
279357,Wall Clock,22,2022-05-01 17:00,14.36,0.44,18.07,Stationery,Online,Not Returned,Medium
286571,Notebook,29,2022-05-01 18:00,3.13,0.39,10.54,Apparel,In-store,Not Returned,High
643708,White Mug,-5,2022-05-01 19:00,87.55,0.35,,Accessories,In-store,Not Returned,Low
256308,Desk Lamp,16,2022-05-01 20:00,35.41,0.14,20.47,Electronics,In-store,Returned,Medium
892650,Office Chair,16,2022-05-01 21:00,75.49,0.49,19.93,Apparel,Online,Returned,Medium
224283,T-shirt,8,2022-05-01 22:00,76.76,0.03,21.08,Accessories,In-store,Not Returned,Medium
543108,Blue Pen,2,2022-05-01 23:00,93.04,0.49,29.7,Electronics,In-store,Not Returned,Low
829391,Headphones,24,2022-05-02 00:00,48.3,0.28,12.78,Apparel,Online,Not Returned,Medium
330461,Backpack,16,2022-05-02 01:00,28.17,0.38,13.66,Furniture,Online,Not Returned,Low
688345,USB Cable,16,2022-05-02 02:00,13.63,0.25,5.46,Accessories,Online,Not Returned,Low
965041,Blue Pen,2,2022-05-02 03:00,56.68,0.06,11.59,Furniture,In-store,Not Returned,Low
832267,USB Cable,42,2022-05-02 04:00,56.38,0.41,12.99,Furniture,In-store,Not Returned,Low
314202,USB Cable,48,2022-05-02 05:00,9.41,0.23,20.84,Stationery,In-store,Not Returned,Low
242298,Wall Clock,4,2022-05-02 06:00,16.73,0.11,19.69,Stationery,Online,Not Returned,Low
747396,USB Cable,10,2022-05-02 07:00,61.37,0.22,11.25,Accessories,Online,Not Returned,Low
896478,Office Chair,23,2022-05-02 08:00,83.34,0.34,27.15,Stationery,In-store,Not Returned,High
346027,Wall Clock,14,2022-05-02 09:00,25.68,0.02,22.32,Accessories,Online,Not Returned,High
995777,Backpack,24,2022-05-02 10:00,91.79,0.0,5.41,Accessories,Online,Not Returned,Low
137117,T-shirt,10,2022-05-02 11:00,29.53,0.12,21.07,Stationery,In-store,Not Returned,Medium
229980,T-shirt,31,2022-05-02 12:00,15.98,0.41,10.5,Apparel,In-store,Not Returned,Medium
309944,Desk Lamp,26,2022-05-02 13:00,56.78,0.06,18.63,Furniture,Online,Not Returned,Medium
288349,White Mug,15,2022-05-02 14:00,66.98,0.18,24.12,Electronics,Online,Not Returned,Medium
840739,Headphones,27,2022-05-02 15:00,30.71,0.33,18.19,Furniture,Online,Not Returned,Medium
552829,T-shirt,28,2022-05-02 16:00,54.87,0.05,20.76,Accessories,In-store,Not Returned,Low
641661,White Mug,21,2022-05-02 17:00,60.04,0.31,22.0,Accessories,In-store,Returned,Low
145452,T-shirt,14,2022-05-02 18:00,49.9,0.12,25.65,Electronics,Online,Not Returned,High
281161,T-shirt,7,2022-05-02 19:00,10.67,0.03,24.72,Electronics,In-store,Not Returned,Medium
106654,White Mug,39,2022-05-02 20:00,54.0,0.2,6.35,Accessories,In-store,Not Returned,Medium
287213,Office Chair,6,2022-05-02 21:00,90.54,0.34,27.47,Stationery,In-store,Not Returned,Medium
223319,Backpack,35,2022-05-02 22:00,11.57,0.49,8.02,Furniture,Online,Not Returned,Low
992078,Office Chair,16,2022-05-02 23:00,96.31,0.28,5.2,Stationery,In-store,Not Returned,Medium
319015,Headphones,26,2022-05-03 00:00,63.4,0.42,25.62,Stationery,Online,Not Returned,Low
561110,Desk Lamp,4,2022-05-03 01:00,78.09,0.23,16.46,Furniture,Online,Not Returned,Medium
913015,Headphones,10,2022-05-03 02:00,36.63,0.01,24.35,Accessories,Online,Not Returned,Low
873393,Blue Pen,41,2022-05-03 03:00,77.34,0.04,7.5,Electronics,In-store,Returned,High
718530,Wall Clock,26,2022-05-03 04:00,29.69,0.34,24.07,Apparel,Online,Not Returned,Low
678256,Headphones,-32,2022-05-03 05:00,-68.18,1.3905904945189844,,Electronics,Online,Not Returned,Medium
759103,T-shirt,43,2022-05-03 06:00,20.54,0.29,10.08,Furniture,Online,Not Returned,High
500375,Desk Lamp,8,2022-05-03 07:00,72.49,0.14,22.14,Electronics,Online,Not Returned,High
263223,USB Cable,27,2022-05-03 08:00,49.96,0.38,7.45,Furniture,Online,Not Returned,High
231590,Headphones,12,2022-05-03 09:00,39.57,0.26,9.5,Apparel,In-store,Not Returned,Medium
378796,Blue Pen,42,2022-05-03 10:00,96.74,0.44,21.46,Stationery,In-store,Not Returned,Low
571677,Desk Lamp,32,2022-05-03 11:00,41.2,0.28,8.95,Furniture,In-store,Not Returned,Medium
737402,Blue Pen,16,2022-05-03 12:00,12.36,0.22,22.29,Stationery,Online,Not Returned,Low
345615,Wall Clock,35,2022-05-03 13:00,5.77,0.06,29.15,Furniture,Online,Not Returned,High
875492,Wireless Mouse,22,2022-05-03 14:00,42.48,0.15,23.5,Electronics,In-store,Not Returned,Low
464633,Wall Clock,7,2022-05-03 15:00,15.41,0.1,26.08,Stationery,Online,Not Returned,Low
334537,Backpack,32,2022-05-03 16:00,71.3,0.43,5.58,Accessories,In-store,Not Returned,High
273420,Headphones,27,2022-05-03 17:00,13.52,0.27,11.79,Apparel,In-store,Not Returned,Low
830782,Desk Lamp,18,2022-05-03 18:00,60.99,0.1,5.34,Apparel,Online,Not Returned,High
177001,Notebook,41,2022-05-03 19:00,53.85,0.17,7.66,Accessories,Online,Not Returned,Medium
611769,T-shirt,47,2022-05-03 20:00,23.05,0.03,23.2,Electronics,In-store,Not Returned,Medium
176757,Blue Pen,11,2022-05-03 21:00,50.85,0.29,25.32,Stationery,In-store,Not Returned,High
648683,Wireless Mouse,39,2022-05-03 22:00,41.7,0.03,14.05,Furniture,In-store,Not Returned,Medium
233407,Backpack,7,2022-05-03 23:00,21.43,0.28,6.5,Electronics,Online,Not Returned,Medium
726266,Backpack,29,2022-05-04 00:00,23.96,0.32,10.38,Stationery,Online,Not Returned,Medium
563328,Office Chair,47,2022-05-04 01:00,11.2,0.31,18.51,Electronics,In-store,Not Returned,Medium
344348,Desk Lamp,4,2022-05-04 02:00,58.69,0.15,16.54,Accessories,In-store,Not Returned,Medium
755860,Wall Clock,46,2022-05-04 03:00,85.44,0.01,17.81,Furniture,In-store,Not Returned,Medium
748829,USB Cable,17,2022-05-04 04:00,96.98,0.01,23.29,Electronics,In-store,Not Returned,Medium
323283,Wireless Mouse,25,2022-05-04 05:00,67.39,0.03,11.41,Stationery,In-store,Not Returned,Medium
894515,Blue Pen,38,2022-05-04 06:00,76.96,0.11,24.33,Electronics,Online,Not Returned,Medium
468742,Wall Clock,37,2022-05-04 07:00,27.16,0.19,16.48,Apparel,In-store,Not Returned,Medium
312328,T-shirt,10,2022-05-04 08:00,93.0,0.47,23.83,Stationery,Online,Not Returned,Medium
498759,Notebook,36,2022-05-04 09:00,90.47,0.36,11.62,Electronics,Online,Not Returned,Medium
807597,Office Chair,44,2022-05-04 10:00,47.68,0.35,27.54,Apparel,In-store,Not Returned,Medium
458315,Wireless Mouse,47,2022-05-04 11:00,41.69,0.45,20.11,Apparel,Online,Not Returned,Medium
744711,Wireless Mouse,16,2022-05-04 12:00,32.47,0.4,21.64,Apparel,In-store,Not Returned,Low
845076,T-shirt,12,2022-05-04 13:00,38.55,0.39,29.49,Stationery,Online,Not Returned,Low
630901,Wireless Mouse,17,2022-05-04 14:00,58.17,0.08,19.01,Electronics,In-store,Not Returned,High
996465,USB Cable,9,2022-05-04 15:00,91.64,0.32,17.54,Stationery,In-store,Not Returned,High
297935,White Mug,43,2022-05-04 16:00,49.68,0.17,27.34,Stationery,In-store,Not Returned,Low
962634,Office Chair,40,2022-05-04 17:00,31.07,0.46,11.54,Furniture,Online,Not Returned,Low
622349,Notebook,32,2022-05-04 18:00,8.61,0.0,22.42,Accessories,Online,Returned,Low
185666,Desk Lamp,47,2022-05-04 19:00,30.37,0.29,27.53,Electronics,In-store,Returned,High
646356,Headphones,18,2022-05-04 20:00,81.98,0.39,11.47,Furniture,In-store,Not Returned,Low
935489,Blue Pen,24,2022-05-04 21:00,23.52,0.27,26.03,Furniture,In-store,Returned,High
905378,T-shirt,8,2022-05-04 22:00,18.36,0.4,25.57,Furniture,Online,Not Returned,Low
775907,Wireless Mouse,43,2022-05-04 23:00,93.51,0.47,21.04,Accessories,Online,Not Returned,Low
709525,White Mug,-32,2022-05-05 00:00,16.05,0.35,,Stationery,In-store,Not Returned,High
367913,Wireless Mouse,48,2022-05-05 01:00,68.39,0.38,26.2,Accessories,In-store,Not Returned,Medium
780243,Desk Lamp,12,2022-05-05 02:00,86.88,0.22,13.51,Electronics,Online,Not Returned,High
685628,Blue Pen,34,2022-05-05 03:00,75.55,0.35,24.7,Stationery,In-store,Not Returned,Medium
179199,Wireless Mouse,3,2022-05-05 04:00,83.35,0.36,20.53,Accessories,Online,Not Returned,Low
204222,Desk Lamp,40,2022-05-05 05:00,77.16,0.33,21.31,Apparel,In-store,Not Returned,High
333931,White Mug,1,2022-05-05 06:00,58.26,0.43,28.51,Stationery,In-store,Returned,Medium
266234,USB Cable,29,2022-05-05 07:00,31.29,0.18,11.68,Apparel,In-store,Not Returned,Low
581604,Wireless Mouse,5,2022-05-05 08:00,37.73,0.19,29.07,Stationery,In-store,Not Returned,High
133434,Headphones,38,2022-05-05 09:00,7.18,0.49,14.13,Electronics,Online,Not Returned,Medium
908534,Office Chair,21,2022-05-05 10:00,60.08,0.14,26.46,Accessories,Online,Not Returned,High
121536,USB Cable,34,2022-05-05 11:00,10.13,0.07,29.59,Apparel,Online,Not Returned,Low
833251,Blue Pen,-50,2022-05-05 12:00,62.96,0.21,,Apparel,Online,Not Returned,Low
823130,Wireless Mouse,20,2022-05-05 13:00,57.45,0.43,20.37,Electronics,In-store,Not Returned,High
204639,Wireless Mouse,31,2022-05-05 14:00,22.99,0.08,12.5,Furniture,Online,Not Returned,Low
543604,White Mug,24,2022-05-05 15:00,83.16,0.42,8.25,Accessories,Online,Not Returned,High
675063,Backpack,43,2022-05-05 16:00,86.89,0.3,23.42,Apparel,Online,Not Returned,High
655435,Desk Lamp,40,2022-05-05 17:00,4.43,0.04,8.07,Electronics,Online,Not Returned,Low
412670,Blue Pen,37,2022-05-05 18:00,36.93,0.2,24.55,Stationery,In-store,Not Returned,High
254731,Desk Lamp,2,2022-05-05 19:00,63.46,0.24,8.73,Electronics,Online,Not Returned,High
865167,T-shirt,10,2022-05-05 20:00,53.83,0.24,20.68,Stationery,Online,Not Returned,Medium
204663,Headphones,43,2022-05-05 21:00,51.83,0.4,23.44,Electronics,Online,Not Returned,Medium
837456,Wall Clock,30,2022-05-05 22:00,99.03,0.25,23.8,Apparel,In-store,Not Returned,High
998612,Backpack,39,2022-05-05 23:00,40.14,0.03,20.04,Apparel,In-store,Returned,Low
486377,White Mug,2,2022-05-06 00:00,81.74,0.42,8.18,Accessories,Online,Not Returned,Low
123088,White Mug,37,2022-05-06 01:00,56.08,0.0,21.88,Electronics,In-store,Not Returned,High
168464,Backpack,3,2022-05-06 02:00,75.94,0.01,13.57,Electronics,In-store,Not Returned,Low
992353,USB Cable,12,2022-05-06 03:00,32.52,0.39,25.81,Electronics,In-store,Not Returned,High
946430,T-shirt,35,2022-05-06 04:00,31.89,0.46,20.8,Accessories,Online,Not Returned,Low
926814,Backpack,1,2022-05-06 05:00,79.86,0.49,20.39,Stationery,In-store,Not Returned,High
390328,Headphones,1,2022-05-06 06:00,4.01,0.22,13.29,Electronics,In-store,Not Returned,Low
251171,Office Chair,29,2022-05-06 07:00,5.64,0.21,27.92,Apparel,Online,Not Returned,Medium
845866,Headphones,36,2022-05-06 08:00,84.54,0.12,6.84,Stationery,Online,Not Returned,Medium
846640,T-shirt,9,2022-05-06 09:00,85.94,0.07,28.8,Accessories,Online,Not Returned,High
137739,Desk Lamp,12,2022-05-06 10:00,35.83,0.45,22.5,Stationery,Online,Not Returned,Medium
239461,Headphones,12,2022-05-06 11:00,27.5,0.38,5.36,Apparel,Online,Not Returned,Medium
117352,Blue Pen,10,2022-05-06 12:00,48.48,0.37,19.33,Accessories,In-store,Not Returned,Low
226788,Notebook,22,2022-05-06 13:00,16.99,0.41,18.52,Accessories,In-store,Not Returned,High
514364,Notebook,38,2022-05-06 14:00,69.95,0.2,18.47,Electronics,In-store,Not Returned,Medium
656116,Office Chair,19,2022-05-06 15:00,73.71,0.18,8.33,Accessories,In-store,Not Returned,Medium
692328,Blue Pen,43,2022-05-06 16:00,20.43,0.07,29.58,Apparel,Online,Not Returned,High
456423,T-shirt,13,2022-05-06 17:00,3.61,0.29,29.71,Accessories,In-store,Not Returned,Medium
194430,Backpack,39,2022-05-06 18:00,70.8,0.31,6.72,Furniture,In-store,Not Returned,Medium
851891,White Mug,20,2022-05-06 19:00,65.15,0.17,14.71,Apparel,In-store,Not Returned,Low
550330,Office Chair,36,2022-05-06 20:00,31.78,0.3,24.05,Stationery,In-store,Not Returned,Low
740245,Wireless Mouse,46,2022-05-06 21:00,77.79,0.1,20.15,Electronics,In-store,Not Returned,Medium
642036,T-shirt,47,2022-05-06 22:00,93.18,0.22,27.97,Stationery,Online,Not Returned,High
712924,Desk Lamp,36,2022-05-06 23:00,2.93,0.31,11.96,Accessories,Online,Not Returned,High
789051,Headphones,-50,2022-05-07 00:00,-20.44,1.462860186541976,,Furniture,Online,Not Returned,High
215158,USB Cable,24,2022-05-07 01:00,21.74,0.12,28.79,Accessories,In-store,Not Returned,High
319589,Backpack,-21,2022-05-07 02:00,-97.82,1.1275109945161526,,Electronics,Online,Not Returned,High
296354,Desk Lamp,40,2022-05-07 03:00,31.43,0.49,11.84,Electronics,Online,Not Returned,High
853604,Headphones,44,2022-05-07 04:00,76.12,0.18,9.96,Apparel,In-store,Not Returned,Medium
815720,Notebook,35,2022-05-07 05:00,35.58,0.38,18.53,Electronics,Online,Not Returned,Medium
372390,Blue Pen,20,2022-05-07 06:00,33.74,0.32,23.51,Furniture,Online,Not Returned,Medium
341851,Blue Pen,23,2022-05-07 07:00,9.79,0.31,13.15,Furniture,Online,Not Returned,Medium
159395,Wall Clock,21,2022-05-07 08:00,13.11,0.34,21.88,Apparel,Online,Not Returned,Low
787846,Notebook,16,2022-05-07 09:00,73.82,0.12,22.63,Electronics,Online,Not Returned,Medium
523556,Wireless Mouse,34,2022-05-07 10:00,19.79,0.08,6.99,Furniture,In-store,Not Returned,High
412444,USB Cable,4,2022-05-07 11:00,97.75,0.21,9.69,Stationery,Online,Not Returned,Low
496302,Wall Clock,8,2022-05-07 12:00,89.03,0.36,18.35,Furniture,In-store,Not Returned,Medium
322143,White Mug,46,2022-05-07 13:00,55.07,0.44,24.62,Furniture,Online,Returned,Medium
886401,Notebook,-6,2022-05-07 14:00,-86.44,1.258846706778696,,Apparel,Online,Not Returned,Low
901292,Notebook,23,2022-05-07 15:00,29.93,0.48,11.82,Apparel,Online,Not Returned,High
641301,Blue Pen,18,2022-05-07 16:00,23.13,0.03,13.04,Electronics,Online,Not Returned,Medium
500623,White Mug,37,2022-05-07 17:00,74.51,0.38,22.53,Furniture,In-store,Not Returned,High
657830,White Mug,-16,2022-05-07 18:00,-48.62,0.26,,Stationery,Online,Not Returned,Medium
124935,White Mug,26,2022-05-07 19:00,40.27,0.36,6.67,Apparel,In-store,Not Returned,Medium
600229,Backpack,26,2022-05-07 20:00,64.32,0.11,29.72,Apparel,In-store,Not Returned,High
673367,Wireless Mouse,18,2022-05-07 21:00,74.41,0.04,15.61,Apparel,In-store,Not Returned,High
134111,Office Chair,35,2022-05-07 22:00,34.39,0.08,28.2,Electronics,Online,Not Returned,Medium
942982,USB Cable,20,2022-05-07 23:00,35.26,0.44,5.2,Electronics,In-store,Not Returned,Medium
306769,Notebook,20,2022-05-08 00:00,36.09,0.23,15.07,Accessories,In-store,Not Returned,High
582333,Headphones,32,2022-05-08 01:00,94.61,0.11,11.24,Apparel,In-store,Not Returned,High
591029,Wireless Mouse,11,2022-05-08 02:00,71.94,0.32,10.05,Stationery,Online,Not Returned,High
318008,Office Chair,13,2022-05-08 03:00,90.37,0.29,6.26,Accessories,In-store,Not Returned,High
963387,Office Chair,34,2022-05-08 04:00,9.83,0.39,18.98,Accessories,In-store,Not Returned,High
140565,USB Cable,13,2022-05-08 05:00,49.76,0.24,18.24,Furniture,In-store,Not Returned,High
119283,Office Chair,28,2022-05-08 06:00,86.74,0.13,6.66,Stationery,In-store,Not Returned,Medium
952902,Headphones,7,2022-05-08 07:00,49.27,0.15,27.47,Furniture,In-store,Not Returned,High
331362,Office Chair,33,2022-05-08 08:00,82.55,0.39,26.07,Accessories,Online,Not Returned,Medium
711204,Headphones,22,2022-05-08 09:00,15.75,0.2,8.73,Accessories,Online,Not Returned,High
179552,Office Chair,27,2022-05-08 10:00,66.59,0.16,13.43,Furniture,Online,Returned,Medium
138233,Blue Pen,31,2022-05-08 11:00,22.39,0.1,21.79,Accessories,In-store,Not Returned,High
621410,Blue Pen,-40,2022-05-08 12:00,-58.27,1.324234687268958,,Furniture,In-store,Not Returned,Low
384839,Headphones,6,2022-05-08 13:00,93.48,0.27,29.74,Electronics,Online,Returned,High
750728,Wall Clock,40,2022-05-08 14:00,82.32,0.33,15.2,Electronics,Online,Not Returned,Medium
273806,Wireless Mouse,29,2022-05-08 15:00,86.47,0.46,23.76,Furniture,In-store,Not Returned,Medium
443401,Wireless Mouse,30,2022-05-08 16:00,38.15,0.45,11.95,Furniture,In-store,Not Returned,Medium
887937,Desk Lamp,23,2022-05-08 17:00,35.2,0.48,15.99,Apparel,Online,Not Returned,High
405758,White Mug,35,2022-05-08 18:00,26.32,0.13,11.99,Furniture,Online,Not Returned,Low
101010,Headphones,32,2022-05-08 19:00,30.39,0.37,29.89,Stationery,In-store,Not Returned,Medium
344300,Blue Pen,46,2022-05-08 20:00,68.84,0.31,13.04,Apparel,Online,Not Returned,Low
605002,Backpack,5,2022-05-08 21:00,93.64,0.2,29.82,Stationery,In-store,Not Returned,High
754848,Wall Clock,3,2022-05-08 22:00,78.98,0.17,20.95,Apparel,Online,Not Returned,High
250933,Headphones,42,2022-05-08 23:00,21.28,0.44,25.99,Stationery,Online,Returned,Medium
517341,Blue Pen,39,2022-05-09 00:00,22.17,0.36,12.91,Stationery,Online,Not Returned,Medium
879470,Blue Pen,44,2022-05-09 01:00,41.27,0.21,21.88,Apparel,In-store,Not Returned,High
764729,Wall Clock,15,2022-05-09 02:00,98.94,0.43,6.53,Apparel,Online,Not Returned,Medium
955825,Backpack,2,2022-05-09 03:00,9.21,0.43,26.61,Electronics,In-store,Not Returned,Medium
782031,Desk Lamp,31,2022-05-09 04:00,35.45,0.22,8.44,Accessories,Online,Not Returned,Medium
164512,Backpack,33,2022-05-09 05:00,18.23,0.4,14.97,Stationery,Online,Not Returned,Low
198026,White Mug,33,2022-05-09 06:00,15.89,0.46,23.42,Electronics,In-store,Not Returned,High
175656,Office Chair,14,2022-05-09 07:00,82.8,0.14,11.29,Accessories,In-store,Not Returned,Low
841119,Backpack,30,2022-05-09 08:00,95.63,0.36,15.21,Stationery,In-store,Not Returned,Medium
459830,Wireless Mouse,34,2022-05-09 09:00,46.61,0.12,7.14,Stationery,In-store,Not Returned,High
275210,Backpack,47,2022-05-09 10:00,26.02,0.16,7.25,Furniture,In-store,Not Returned,Medium
284492,White Mug,49,2022-05-09 11:00,40.14,0.49,22.74,Apparel,Online,Not Returned,High
377633,USB Cable,29,2022-05-09 12:00,49.2,0.15,29.58,Furniture,Online,Not Returned,High
159789,Backpack,8,2022-05-09 13:00,85.28,0.49,24.85,Electronics,Online,Not Returned,Low
694213,White Mug,13,2022-05-09 14:00,41.74,0.03,23.07,Electronics,Online,Not Returned,Medium
411847,T-shirt,49,2022-05-09 15:00,22.99,0.3,27.21,Electronics,Online,Not Returned,Low
580702,Wall Clock,16,2022-05-09 16:00,43.82,0.36,14.7,Apparel,In-store,Returned,Medium
176625,Notebook,25,2022-05-09 17:00,33.44,0.28,19.84,Stationery,In-store,Not Returned,Low
993967,USB Cable,43,2022-05-09 18:00,57.66,0.45,10.72,Electronics,In-store,Returned,Low
875806,Notebook,40,2022-05-09 19:00,3.71,0.39,25.0,Electronics,In-store,Not Returned,Medium
813588,Wall Clock,33,2022-05-09 20:00,44.26,0.44,25.96,Electronics,Online,Not Returned,High
621564,Office Chair,39,2022-05-09 21:00,59.47,0.08,10.1,Electronics,In-store,Not Returned,Low
627339,Backpack,3,2022-05-09 22:00,96.78,0.27,27.16,Furniture,Online,Returned,High
269162,Wall Clock,13,2022-05-09 23:00,52.13,0.44,13.86,Electronics,Online,Not Returned,Medium
653093,Backpack,38,2022-05-10 00:00,4.26,0.07,23.32,Accessories,In-store,Not Returned,High
719266,USB Cable,46,2022-05-10 01:00,49.99,0.26,25.55,Electronics,In-store,Not Returned,Medium
930989,Headphones,13,2022-05-10 02:00,66.74,0.28,12.95,Electronics,Online,Not Returned,Medium
495771,Backpack,26,2022-05-10 03:00,91.94,0.04,10.18,Electronics,In-store,Not Returned,High
674529,Backpack,34,2022-05-10 04:00,45.04,0.1,22.01,Stationery,Online,Not Returned,High
227838,Wall Clock,11,2022-05-10 05:00,44.67,0.08,15.61,Furniture,Online,Not Returned,Medium
690282,Wireless Mouse,33,2022-05-10 06:00,59.24,0.48,13.17,Apparel,In-store,Not Returned,Medium
476149,Backpack,21,2022-05-10 07:00,7.53,0.12,8.83,Electronics,In-store,Not Returned,Low
902498,Blue Pen,23,2022-05-10 08:00,3.17,0.01,19.17,Stationery,Online,Not Returned,Medium
760081,Headphones,-15,2022-05-10 09:00,26.72,0.28,,Electronics,Online,Not Returned,Medium
964414,Notebook,21,2022-05-10 10:00,57.54,0.18,15.01,Apparel,In-store,Not Returned,Medium
892736,Backpack,39,2022-05-10 11:00,6.22,0.0,23.49,Apparel,Online,Not Returned,Medium
342941,Desk Lamp,46,2022-05-10 12:00,94.84,0.49,6.59,Accessories,In-store,Not Returned,High
667255,USB Cable,18,2022-05-10 13:00,92.97,0.48,15.64,Apparel,In-store,Returned,Medium
855584,Desk Lamp,11,2022-05-10 14:00,73.36,0.13,10.74,Furniture,In-store,Not Returned,Low
440907,Notebook,17,2022-05-10 15:00,22.32,0.3,21.19,Electronics,Online,Not Returned,Low
926894,White Mug,49,2022-05-10 16:00,93.81,0.45,26.03,Electronics,Online,Not Returned,Medium
696122,Blue Pen,42,2022-05-10 17:00,98.91,0.21,26.5,Stationery,Online,Not Returned,High
473167,Blue Pen,1,2022-05-10 18:00,85.49,0.26,6.17,Stationery,In-store,Not Returned,Low
742059,Headphones,3,2022-05-10 19:00,88.11,0.29,17.19,Furniture,In-store,Not Returned,Medium
175842,Blue Pen,5,2022-05-10 20:00,87.39,0.09,16.2,Stationery,In-store,Not Returned,Low
