InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
233915,SKU_1757,USB Cable,6.00,2023-08-10 06:00,41.67,73185.00,Norway,0.35,paypall,13.30,Accessories,Online,Returned,DHL,Amsterdam,Medium
652303,SKU_1521,Desk Lamp,24.00,2023-08-10 07:00,47.63,40354.00,Italy,0.03,Credit Card,9.23,Stationery,Online,Not Returned,UPS,Paris,Medium
326709,SKU_1069,Blue Pen,4.00,2023-08-10 08:00,95.57,80144.00,Spain,0.16,Credit Card,25.92,Accessories,Online,Not Returned,DHL,Rome,High
146546,SKU_1236,Desk Lamp,46.00,2023-08-10 09:00,73.40,92282.00,Australia,0.49,paypall,6.04,Furniture,Online,Not Returned,UPS,Paris,Medium
937487,SKU_1463,USB Cable,16.00,2023-08-10 10:00,90.26,56997.00,Germany,0.31,Credit Card,25.39,Accessories,In-store,Not Returned,Royal Mail,London,High
988960,SKU_1117,Notebook,7.00,2023-08-10 11:00,14.80,0.00,Germany,0.00,paypall,13.00,Accessories,In-store,Not Returned,Royal Mail,,High
324478,SKU_1728,Desk Lamp,7.00,2023-08-10 12:00,47.58,0.00,France,0.30,paypall,8.02,Stationery,Online,Not Returned,FedEx,Rome,Medium
727571,SKU_1190,White Mug,37.00,2023-08-10 13:00,32.05,97950.00,Portugal,0.30,Bank Transfer,25.42,Furniture,In-store,Not Returned,FedEx,London,High
875411,SKU_1929,Backpack,4.00,2023-08-10 14:00,62.48,24031.00,Netherlands,0.40,Credit Card,11.15,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low
411721,SKU_1862,Office Chair,23.00,2023-08-10 15:00,82.32,98856.00,Portugal,0.01,Credit Card,11.19,Stationery,Online,Not Returned,UPS,London,Medium
266241,SKU_1505,Office Chair,32.00,2023-08-10 16:00,14.74,83470.00,Germany,0.31,paypall,16.91,Apparel,In-store,Returned,UPS,Amsterdam,Low
272781,SKU_1503,Backpack,21.00,2023-08-10 17:00,73.48,61502.00,Spain,0.23,paypall,13.55,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
391559,SKU_1750,Blue Pen,11.00,2023-08-10 18:00,56.96,97473.00,Australia,0.03,paypall,22.65,Stationery,Online,Not Returned,DHL,London,Medium
508901,SKU_1839,Blue Pen,16.00,2023-08-10 19:00,11.00,95360.00,Portugal,0.40,Credit Card,17.85,Furniture,In-store,Not Returned,UPS,Rome,Medium
378107,SKU_1400,Wall Clock,40.00,2023-08-10 20:00,77.83,25424.00,United Kingdom,0.35,Credit Card,22.94,Accessories,In-store,Not Returned,FedEx,Rome,Medium
785058,SKU_1890,Desk Lamp,21.00,2023-08-10 21:00,55.73,79739.00,Germany,0.23,Bank Transfer,28.09,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
162415,SKU_1316,Wireless Mouse,5.00,2023-08-10 22:00,31.98,90249.00,Germany,0.12,Credit Card,16.51,Apparel,Online,Not Returned,Royal Mail,London,High
156400,SKU_1717,Desk Lamp,47.00,2023-08-10 23:00,13.71,28394.00,Italy,0.10,paypall,25.15,Apparel,Online,Not Returned,Royal Mail,Paris,Low
476875,SKU_1221,White Mug,11.00,2023-08-11 00:00,24.75,82672.00,Sweden,0.12,Credit Card,5.93,Electronics,In-store,Not Returned,DHL,Rome,Low
155450,SKU_1657,White Mug,44.00,2023-08-11 01:00,55.59,33818.00,Norway,0.30,Credit Card,14.15,Electronics,In-store,Not Returned,FedEx,London,High
973394,SKU_1188,USB Cable,24.00,2023-08-11 02:00,54.83,81208.00,Spain,0.15,Credit Card,23.32,Furniture,In-store,Not Returned,DHL,Berlin,Low
564787,SKU_1749,Backpack,35.00,2023-08-11 03:00,93.16,88876.00,Sweden,0.49,Credit Card,21.49,Apparel,In-store,Not Returned,UPS,Paris,Low
827967,SKU_1291,Desk Lamp,47.00,2023-08-11 04:00,22.20,59051.00,Netherlands,0.25,paypall,24.43,Furniture,Online,Not Returned,DHL,Rome,Medium
513794,SKU_1980,Backpack,48.00,2023-08-11 05:00,19.98,21541.00,United Kingdom,0.39,paypall,16.46,Furniture,Online,Returned,UPS,London,Low
586796,SKU_1948,USB Cable,26.00,2023-08-11 06:00,84.65,77617.00,Australia,0.26,Credit Card,14.81,Stationery,In-store,Not Returned,FedEx,Paris,Low
742927,SKU_1222,USB Cable,29.00,2023-08-11 07:00,36.06,37292.00,Germany,0.41,Credit Card,29.02,Accessories,Online,Returned,Royal Mail,Rome,Medium
653130,SKU_1757,Notebook,15.00,2023-08-11 08:00,38.84,62275.00,Spain,0.30,paypall,6.60,Stationery,Online,Not Returned,FedEx,Rome,Medium
902963,SKU_1758,USB Cable,7.00,2023-08-11 09:00,18.35,62105.00,Netherlands,0.33,Bank Transfer,5.31,Stationery,Online,Not Returned,UPS,Rome,Low
495386,SKU_1416,Desk Lamp,17.00,2023-08-11 10:00,26.88,94031.00,Netherlands,0.38,Credit Card,12.16,Stationery,Online,Not Returned,FedEx,Paris,High
583439,SKU_1406,USB Cable,37.00,2023-08-11 11:00,86.98,0.00,Spain,0.35,Bank Transfer,7.99,Apparel,In-store,Not Returned,DHL,London,Medium
334494,SKU_1959,Blue Pen,8.00,2023-08-11 12:00,5.41,40858.00,Belgium,0.29,Credit Card,12.32,Apparel,In-store,Not Returned,FedEx,London,Medium
483987,SKU_1037,Backpack,41.00,2023-08-11 13:00,59.06,11498.00,Spain,0.34,Bank Transfer,10.88,Furniture,In-store,Not Returned,FedEx,Berlin,Low
762657,SKU_1452,USB Cable,1.00,2023-08-11 14:00,79.75,66725.00,Spain,0.40,Credit Card,29.77,Accessories,Online,Not Returned,FedEx,Rome,Low
628451,SKU_1206,White Mug,32.00,2023-08-11 15:00,90.72,13201.00,Portugal,0.41,paypall,15.52,Furniture,Online,Not Returned,Royal Mail,London,High
665082,SKU_1925,Desk Lamp,3.00,2023-08-11 16:00,64.91,63223.00,Netherlands,0.46,Credit Card,8.69,Stationery,Online,Not Returned,FedEx,Berlin,Low
141787,SKU_1399,Headphones,33.00,2023-08-11 17:00,11.00,91973.00,Netherlands,0.08,paypall,26.13,Apparel,Online,Returned,FedEx,Berlin,High
470392,SKU_1949,Wall Clock,16.00,2023-08-11 18:00,54.21,43909.00,Australia,0.10,Credit Card,9.41,Accessories,Online,Not Returned,FedEx,Amsterdam,Low
943651,SKU_1186,Desk Lamp,28.00,2023-08-11 19:00,60.67,90984.00,Belgium,0.20,paypall,28.24,Electronics,In-store,Not Returned,UPS,Paris,High
201243,SKU_1359,Notebook,43.00,2023-08-11 20:00,35.92,0.00,Germany,0.31,paypall,11.56,Apparel,Online,Not Returned,UPS,,Low
996656,SKU_1988,T-shirt,24.00,2023-08-11 21:00,79.31,29779.00,Spain,0.43,Credit Card,8.08,Furniture,Online,Returned,UPS,London,Low
648736,SKU_1603,Office Chair,36.00,2023-08-11 22:00,52.61,36640.00,Australia,0.11,paypall,19.03,Accessories,In-store,Not Returned,FedEx,Amsterdam,High
824512,SKU_1005,Desk Lamp,34.00,2023-08-11 23:00,4.32,26442.00,Australia,0.32,paypall,25.39,Furniture,In-store,Not Returned,Royal Mail,Paris,Medium
852644,SKU_1132,Notebook,36.00,2023-08-12 00:00,93.38,71079.00,Australia,0.37,paypall,7.79,Accessories,In-store,Not Returned,UPS,Rome,Medium
942869,SKU_1997,USB Cable,10.00,2023-08-12 01:00,66.64,28602.00,Belgium,0.35,Bank Transfer,24.80,Furniture,Online,Not Returned,FedEx,Berlin,Low
652587,SKU_1472,Headphones,26.00,2023-08-12 02:00,94.80,27554.00,Germany,0.42,Bank Transfer,8.68,Stationery,Online,Not Returned,UPS,Amsterdam,Medium
601989,SKU_1603,Wireless Mouse,49.00,2023-08-12 03:00,61.57,64483.00,Spain,0.21,paypall,27.83,Apparel,Online,Not Returned,DHL,London,High
701381,SKU_1512,Notebook,13.00,2023-08-12 04:00,67.73,57624.00,United Kingdom,0.50,Bank Transfer,21.03,Stationery,In-store,Not Returned,DHL,Amsterdam,Low
269720,SKU_1781,Wall Clock,8.00,2023-08-12 05:00,15.15,20613.00,Sweden,0.34,Credit Card,7.51,Electronics,In-store,Not Returned,FedEx,Paris,High
749401,SKU_1082,Notebook,32.00,2023-08-12 06:00,1.74,69400.00,United Kingdom,0.23,paypall,22.29,Furniture,Online,Not Returned,Royal Mail,Rome,High
985749,SKU_1798,T-shirt,12.00,2023-08-12 07:00,12.72,48752.00,Sweden,0.26,paypall,7.48,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
621068,SKU_1690,Wall Clock,42.00,2023-08-12 08:00,21.51,53689.00,United Kingdom,0.44,Credit Card,14.28,Accessories,Online,Not Returned,Royal Mail,Rome,Low
500607,SKU_1376,Notebook,1.00,2023-08-12 09:00,55.76,88244.00,Norway,0.43,Bank Transfer,19.66,Accessories,Online,Not Returned,DHL,Amsterdam,High
346935,SKU_1334,Wireless Mouse,43.00,2023-08-12 10:00,25.38,41102.00,Sweden,0.45,Bank Transfer,12.75,Stationery,In-store,Returned,DHL,Rome,High
437035,SKU_1658,White Mug,47.00,2023-08-12 11:00,48.21,41975.00,Netherlands,0.42,Bank Transfer,5.29,Accessories,In-store,Not Returned,DHL,London,High
556046,SKU_1101,White Mug,27.00,2023-08-12 12:00,82.69,25744.00,Germany,0.22,Credit Card,5.46,Apparel,Online,Not Returned,UPS,Rome,Low
563999,SKU_1287,Headphones,18.00,2023-08-12 13:00,57.79,78576.00,Italy,0.23,paypall,22.34,Electronics,Online,Not Returned,FedEx,Paris,Medium
402430,SKU_1824,Backpack,10.00,2023-08-12 14:00,56.49,37435.00,Spain,0.07,paypall,25.25,Electronics,In-store,Not Returned,UPS,Paris,Low
302898,SKU_1030,T-shirt,17.00,2023-08-12 15:00,94.94,36458.00,France,0.03,Credit Card,12.60,Electronics,In-store,Not Returned,Royal Mail,Rome,Medium
592828,SKU_1313,Headphones,20.00,2023-08-12 16:00,32.49,37395.00,France,0.31,paypall,21.65,Stationery,Online,Not Returned,FedEx,Paris,Low
863348,SKU_1996,Blue Pen,12.00,2023-08-12 17:00,78.01,93769.00,Norway,0.41,Credit Card,15.46,Electronics,Online,Not Returned,DHL,Rome,High
453497,SKU_1153,Office Chair,17.00,2023-08-12 18:00,87.22,86504.00,Spain,0.12,paypall,26.65,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
735315,SKU_1559,Office Chair,21.00,2023-08-12 19:00,85.53,87903.00,France,0.14,Credit Card,7.39,Accessories,Online,Not Returned,Royal Mail,Berlin,Low
924027,SKU_1890,USB Cable,42.00,2023-08-12 20:00,44.08,50903.00,Netherlands,0.15,Credit Card,14.13,Apparel,Online,Not Returned,FedEx,Amsterdam,Low
228840,SKU_1552,Headphones,43.00,2023-08-12 21:00,56.64,35141.00,Netherlands,0.22,Credit Card,25.10,Apparel,In-store,Not Returned,Royal Mail,Rome,Medium
162740,SKU_1152,Desk Lamp,29.00,2023-08-12 22:00,43.34,23522.00,Germany,0.17,Bank Transfer,23.81,Electronics,In-store,Not Returned,UPS,Paris,High
413073,SKU_1942,Headphones,45.00,2023-08-12 23:00,8.39,59861.00,Portugal,0.49,Credit Card,29.35,Electronics,Online,Returned,UPS,Rome,High
132827,SKU_1693,Headphones,49.00,2023-08-13 00:00,92.04,42141.00,Italy,0.35,paypall,7.65,Electronics,Online,Not Returned,UPS,London,Low
126209,SKU_1231,Notebook,16.00,2023-08-13 01:00,72.88,87809.00,Spain,0.42,paypall,9.47,Stationery,Online,Not Returned,Royal Mail,Paris,Medium
598506,SKU_1120,Headphones,3.00,2023-08-13 02:00,80.94,35748.00,United Kingdom,0.38,paypall,17.05,Apparel,Online,Not Returned,UPS,Berlin,High
197654,SKU_1184,Notebook,12.00,2023-08-13 03:00,23.97,76773.00,Sweden,0.35,Credit Card,11.81,Furniture,Online,Not Returned,UPS,Paris,Medium
995379,SKU_1455,Notebook,9.00,2023-08-13 04:00,58.48,25360.00,Belgium,0.17,Credit Card,14.67,Furniture,In-store,Not Returned,UPS,Rome,High
173396,SKU_1828,Headphones,49.00,2023-08-13 05:00,15.60,84054.00,France,0.01,Bank Transfer,11.68,Electronics,In-store,Not Returned,UPS,London,Medium
310033,SKU_1387,Headphones,46.00,2023-08-13 06:00,76.69,34546.00,France,0.02,paypall,11.51,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium
999686,SKU_1926,Wireless Mouse,12.00,2023-08-13 07:00,22.14,86746.00,Portugal,0.19,Credit Card,24.05,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
321519,SKU_1631,Headphones,36.00,2023-08-13 08:00,54.69,40535.00,Netherlands,0.10,paypall,20.30,Apparel,In-store,Not Returned,DHL,Amsterdam,Medium
265432,SKU_1863,Wall Clock,22.00,2023-08-13 09:00,39.40,20172.00,Australia,0.19,Bank Transfer,6.92,Electronics,In-store,Not Returned,Royal Mail,Berlin,Low
350140,SKU_1225,Wall Clock,40.00,2023-08-13 10:00,90.40,61356.00,Norway,0.39,Credit Card,26.17,Accessories,Online,Not Returned,DHL,London,High
704288,SKU_1623,Desk Lamp,41.00,2023-08-13 11:00,46.41,68603.00,United States,0.50,Credit Card,25.62,Stationery,Online,Not Returned,FedEx,London,Low
589339,SKU_1194,Office Chair,23.00,2023-08-13 12:00,31.28,33683.00,United States,0.26,Credit Card,26.76,Apparel,In-store,Returned,UPS,Amsterdam,Low
663153,SKU_1808,White Mug,17.00,2023-08-13 13:00,2.86,93359.00,France,0.01,paypall,9.16,Electronics,Online,Not Returned,FedEx,Paris,High
761818,SKU_1025,Desk Lamp,16.00,2023-08-13 14:00,63.09,13485.00,United Kingdom,0.11,paypall,6.72,Stationery,Online,Not Returned,DHL,Berlin,Low
895583,SKU_1963,Notebook,19.00,2023-08-13 15:00,50.97,78241.00,Italy,0.06,Bank Transfer,29.28,Accessories,In-store,Not Returned,Royal Mail,Berlin,High
810229,SKU_1193,Backpack,14.00,2023-08-13 16:00,67.60,0.00,Portugal,0.34,paypall,17.50,Stationery,Online,Not Returned,UPS,Paris,High
333542,SKU_1018,Headphones,34.00,2023-08-13 17:00,58.45,81736.00,United States,0.24,Credit Card,25.81,Stationery,Online,Not Returned,DHL,Paris,Medium
434168,SKU_1854,White Mug,28.00,2023-08-13 18:00,76.15,15004.00,United States,0.31,paypall,15.64,Stationery,Online,Returned,FedEx,Berlin,Medium
517757,SKU_1536,Office Chair,25.00,2023-08-13 19:00,12.17,25630.00,Sweden,0.13,Credit Card,5.12,Accessories,Online,Not Returned,DHL,Amsterdam,Low
748289,SKU_1558,Desk Lamp,41.00,2023-08-13 20:00,4.08,75407.00,France,0.26,Credit Card,7.87,Furniture,Online,Not Returned,UPS,London,Medium
515019,SKU_1710,White Mug,42.00,2023-08-13 21:00,31.28,71396.00,Italy,0.07,Credit Card,25.26,Accessories,In-store,Not Returned,FedEx,London,Low
143183,SKU_1263,White Mug,5.00,2023-08-13 22:00,85.62,98686.00,Belgium,0.38,Bank Transfer,19.17,Stationery,Online,Not Returned,FedEx,London,Low
800136,SKU_1514,Backpack,2.00,2023-08-13 23:00,95.47,44081.00,United Kingdom,0.44,Credit Card,15.88,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
948755,SKU_1470,Notebook,26.00,2023-08-14 00:00,24.46,15845.00,France,0.12,Bank Transfer,22.94,Stationery,Online,Not Returned,DHL,Rome,Low
486122,SKU_1238,Office Chair,30.00,2023-08-14 01:00,35.58,93939.00,United States,0.30,Credit Card,18.40,Furniture,Online,Not Returned,FedEx,Paris,Low
190254,SKU_1288,Backpack,32.00,2023-08-14 02:00,96.77,0.00,France,0.38,paypall,16.41,Stationery,Online,Not Returned,DHL,,High
766530,SKU_1367,Wireless Mouse,48.00,2023-08-14 03:00,31.95,82395.00,Sweden,0.21,Bank Transfer,8.79,Furniture,In-store,Not Returned,UPS,Rome,Medium
314038,SKU_1411,Wireless Mouse,7.00,2023-08-14 04:00,62.76,64289.00,United Kingdom,0.40,Bank Transfer,16.67,Stationery,In-store,Not Returned,DHL,Berlin,Medium
671572,SKU_1021,Desk Lamp,48.00,2023-08-14 05:00,24.50,21050.00,Germany,0.18,paypall,27.11,Apparel,Online,Not Returned,Royal Mail,Paris,Low
764620,SKU_1866,Blue Pen,34.00,2023-08-14 06:00,86.19,83862.00,United Kingdom,0.06,Bank Transfer,5.17,Accessories,In-store,Not Returned,UPS,Berlin,High
500852,SKU_1353,Wireless Mouse,20.00,2023-08-14 07:00,72.23,62119.00,Netherlands,0.28,paypall,15.02,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,High
202491,SKU_1541,Backpack,3.00,2023-08-14 08:00,17.61,85408.00,Belgium,0.08,paypall,21.42,Stationery,In-store,Not Returned,Royal Mail,London,High
136108,SKU_1558,Wireless Mouse,39.00,2023-08-14 09:00,55.45,10546.00,United Kingdom,0.43,Credit Card,10.94,Furniture,In-store,Not Returned,Royal Mail,Berlin,High
335553,SKU_1419,Headphones,11.00,2023-08-14 10:00,46.10,32783.00,Portugal,0.08,Bank Transfer,12.89,Apparel,In-store,Not Returned,FedEx,Amsterdam,Medium
874821,SKU_1314,Blue Pen,5.00,2023-08-14 11:00,77.25,62611.00,France,0.08,Bank Transfer,21.03,Furniture,In-store,Not Returned,UPS,London,High
902373,SKU_1781,Blue Pen,21.00,2023-08-14 12:00,73.04,40962.00,Spain,0.15,Credit Card,6.85,Furniture,In-store,Not Returned,Royal Mail,London,Low
824331,SKU_1328,Notebook,18.00,2023-08-14 13:00,69.50,72319.00,Italy,0.06,paypall,7.98,Stationery,In-store,Not Returned,FedEx,London,Medium
697124,SKU_1469,Wall Clock,4.00,2023-08-14 14:00,70.88,39998.00,United Kingdom,0.35,Credit Card,27.53,Apparel,In-store,Not Returned,FedEx,London,Low
614806,SKU_1987,Headphones,11.00,2023-08-14 15:00,89.42,11693.00,Belgium,0.49,paypall,17.92,Accessories,Online,Not Returned,FedEx,Berlin,High
866333,SKU_1872,Backpack,21.00,2023-08-14 16:00,77.40,36824.00,Australia,0.02,Credit Card,10.50,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Medium
449863,SKU_1781,T-shirt,43.00,2023-08-14 17:00,56.24,27579.00,Germany,0.34,Bank Transfer,12.57,Accessories,In-store,Not Returned,FedEx,London,Low
264805,SKU_1462,USB Cable,10.00,2023-08-14 18:00,88.56,95073.00,Sweden,0.38,paypall,22.09,Apparel,Online,Not Returned,FedEx,Paris,High
631732,SKU_1439,Wall Clock,43.00,2023-08-14 19:00,35.86,14926.00,Germany,0.24,paypall,5.88,Furniture,Online,Not Returned,DHL,London,High
453435,SKU_1996,USB Cable,19.00,2023-08-14 20:00,87.55,87968.00,Portugal,0.26,Credit Card,14.68,Apparel,In-store,Not Returned,UPS,Berlin,Low
340002,SKU_1663,Wireless Mouse,39.00,2023-08-14 21:00,61.46,91356.00,United Kingdom,0.09,paypall,15.01,Furniture,In-store,Not Returned,UPS,Paris,Medium
188598,SKU_1737,Office Chair,25.00,2023-08-14 22:00,81.94,38671.00,Norway,0.06,Credit Card,28.55,Electronics,In-store,Returned,Royal Mail,Paris,Medium
884583,SKU_1247,Headphones,49.00,2023-08-14 23:00,70.76,55461.00,United Kingdom,0.23,Bank Transfer,13.47,Apparel,Online,Not Returned,Royal Mail,Paris,High
690324,SKU_1816,USB Cable,29.00,2023-08-15 00:00,29.32,35660.00,Sweden,0.23,paypall,13.62,Accessories,Online,Not Returned,DHL,London,High
104554,SKU_1170,T-shirt,7.00,2023-08-15 01:00,99.43,15938.00,Portugal,0.22,paypall,10.40,Stationery,Online,Returned,UPS,Amsterdam,Medium
649833,SKU_1748,Backpack,34.00,2023-08-15 02:00,29.02,16668.00,Netherlands,0.31,paypall,11.01,Accessories,In-store,Not Returned,Royal Mail,Rome,Low
492889,SKU_1747,Backpack,4.00,2023-08-15 03:00,54.92,78811.00,Belgium,0.17,Credit Card,10.81,Stationery,In-store,Not Returned,Royal Mail,Rome,High
424115,SKU_1770,Headphones,42.00,2023-08-15 04:00,28.71,16206.00,Belgium,0.07,Credit Card,29.59,Accessories,Online,Not Returned,DHL,Berlin,Low
408203,SKU_1278,Desk Lamp,20.00,2023-08-15 05:00,46.71,63597.00,United Kingdom,0.11,Bank Transfer,29.76,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium
499987,SKU_1147,Wall Clock,27.00,2023-08-15 06:00,61.82,76583.00,United States,0.45,Bank Transfer,22.26,Electronics,Online,Not Returned,DHL,London,Medium
576251,SKU_1620,Wall Clock,15.00,2023-08-15 07:00,22.63,34968.00,Sweden,0.42,Credit Card,12.15,Furniture,Online,Returned,DHL,Berlin,Low
169468,SKU_1142,Wireless Mouse,28.00,2023-08-15 08:00,53.34,62704.00,Sweden,0.27,Credit Card,13.06,Stationery,Online,Not Returned,UPS,Amsterdam,Low
650343,SKU_1810,Wall Clock,46.00,2023-08-15 09:00,83.13,58026.00,United States,0.14,paypall,22.52,Stationery,Online,Returned,UPS,Amsterdam,High
530418,SKU_1975,Notebook,24.00,2023-08-15 10:00,88.40,82037.00,United States,0.25,Bank Transfer,20.46,Accessories,Online,Not Returned,Royal Mail,Paris,Low
889999,SKU_1070,Notebook,37.00,2023-08-15 11:00,29.63,30715.00,Spain,0.50,Credit Card,11.27,Accessories,Online,Not Returned,DHL,London,Low
560410,SKU_1928,T-shirt,49.00,2023-08-15 12:00,16.52,84782.00,France,0.41,Credit Card,7.15,Furniture,In-store,Not Returned,DHL,Rome,Medium
798196,SKU_1310,Blue Pen,10.00,2023-08-15 13:00,33.17,29003.00,Italy,0.02,paypall,15.84,Accessories,In-store,Not Returned,DHL,Amsterdam,High
861608,SKU_1637,Wireless Mouse,41.00,2023-08-15 14:00,21.17,30402.00,Australia,0.16,paypall,12.55,Accessories,In-store,Not Returned,FedEx,Berlin,Medium
126627,SKU_1466,Notebook,5.00,2023-08-15 15:00,73.11,77547.00,Spain,0.19,Bank Transfer,25.94,Stationery,In-store,Not Returned,UPS,Rome,Low
269640,SKU_1593,Blue Pen,42.00,2023-08-15 16:00,96.08,98123.00,Belgium,0.36,Credit Card,26.18,Stationery,Online,Not Returned,Royal Mail,Amsterdam,High
785345,SKU_1040,Office Chair,10.00,2023-08-15 17:00,32.57,26899.00,Norway,0.10,Credit Card,19.62,Accessories,Online,Not Returned,FedEx,Paris,High
179944,SKU_1913,White Mug,2.00,2023-08-15 18:00,32.17,88633.00,United States,0.42,paypall,29.74,Furniture,Online,Not Returned,UPS,Amsterdam,Medium
195368,SKU_1898,T-shirt,18.00,2023-08-15 19:00,70.97,22009.00,France,0.42,paypall,25.75,Electronics,In-store,Not Returned,DHL,Paris,Medium
665073,SKU_1770,Office Chair,18.00,2023-08-15 20:00,68.76,68030.00,United Kingdom,0.45,Bank Transfer,18.58,Accessories,Online,Not Returned,DHL,London,High
526954,SKU_1355,Desk Lamp,22.00,2023-08-15 21:00,44.19,44166.00,Belgium,0.13,Credit Card,26.35,Accessories,In-store,Not Returned,UPS,Rome,Medium
648492,SKU_1143,Wireless Mouse,28.00,2023-08-15 22:00,32.11,50552.00,Australia,0.07,Credit Card,20.56,Accessories,Online,Not Returned,DHL,London,Medium
116643,SKU_1682,T-shirt,47.00,2023-08-15 23:00,48.58,84861.00,Belgium,0.28,paypall,21.11,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
432705,SKU_1278,Wall Clock,4.00,2023-08-16 00:00,70.57,86791.00,Italy,0.45,paypall,8.58,Apparel,Online,Not Returned,Royal Mail,Rome,Low
137126,SKU_1470,Wireless Mouse,47.00,2023-08-16 01:00,42.04,41039.00,Australia,0.26,Credit Card,20.73,Accessories,In-store,Not Returned,FedEx,Paris,Low
158126,SKU_1654,Headphones,20.00,2023-08-16 02:00,87.02,26407.00,France,0.17,paypall,22.59,Furniture,Online,Not Returned,DHL,Paris,High
444568,SKU_1968,Wireless Mouse,38.00,2023-08-16 03:00,67.36,28088.00,Norway,0.07,Credit Card,12.28,Stationery,Online,Not Returned,UPS,London,High
407402,SKU_1057,Notebook,1.00,2023-08-16 05:00,70.33,49910.00,Netherlands,0.11,Credit Card,8.19,Stationery,In-store,Not Returned,UPS,London,Medium
920959,SKU_1167,Backpack,13.00,2023-08-16 06:00,91.95,47750.00,France,0.04,Credit Card,24.65,Stationery,In-store,Not Returned,DHL,London,High
386042,SKU_1629,Backpack,23.00,2023-08-16 07:00,37.86,99031.00,Australia,0.17,Bank Transfer,12.48,Apparel,In-store,Not Returned,FedEx,Rome,Medium
343677,SKU_1165,T-shirt,36.00,2023-08-16 08:00,47.38,94199.00,Sweden,0.16,Bank Transfer,7.66,Accessories,Online,Not Returned,FedEx,Paris,Medium
573139,SKU_1372,Backpack,35.00,2023-08-16 09:00,8.92,36417.00,Netherlands,0.10,Credit Card,10.58,Stationery,In-store,Not Returned,UPS,Berlin,Medium
801795,SKU_1081,Office Chair,49.00,2023-08-16 10:00,28.68,13188.00,United States,0.13,paypall,15.80,Electronics,Online,Not Returned,UPS,Rome,Low
562342,SKU_1133,Notebook,32.00,2023-08-16 12:00,99.16,76803.00,Spain,0.27,paypall,6.04,Accessories,In-store,Not Returned,Royal Mail,Rome,Low
