[LOG][2000-01-01 06:13] Temp: 18.9C, Press: 100.2Pa, Humid: 66.1%, Volt: 13.9V, Flow: 13.6 L/min, CO2: 383 ppm
[LOG][2002-12-25 01:23] Temp: 15.0C, Press: 101.7Pa, Humid: 2.7%, Volt: 12.7V, Flow: 6.1 L/min, CO2: 420 ppm
[WARN] Humidity Out of Bounds - Humid: 2.7%
[LOG][2002-12-25 13:28] Temp: 27.8C, Press: 102.3Pa, Humid: 67.7%, Volt: 13.5V, Flow: 7.6 L/min, CO2: 363 ppm
[LOG][2002-12-25 23:59] Temp: 19.7C, Press: 102.8Pa, Humid: 72.0%, Volt: 12.2V, Flow: 13.3 L/min, CO2: 441 ppm
[LOG][2002-12-26 10:05] Temp: 16.5C, Press: 102.7Pa, Humid: 72.9%, Volt: 13.7V, Flow: 7.0 L/min, CO2: 395 ppm
[LOG][2002-12-26 16:42] Temp: 21.7C, Press: 104.0Pa, Humid: 53.7%, Volt: 11.3V, Flow: 11.6 L/min, CO2: 363 ppm
[LOG][2002-12-27 12:41] Temp: 19.1C, Press: 101.2Pa, Humid: 55.9%, Volt: 12.4V, Flow: 10.9 L/min, CO2: 406 ppm
[LOG][2002-12-28 14:14] Temp: 33.6C, Press: 99.7Pa, Humid: 73.0%, Volt: 11.5V, Flow: 7.6 L/min, CO2: 405 ppm
[LOG][2002-12-28 15:42] Temp: 17.0C, Press: 101.8Pa, Humid: 56.8%, Volt: 12.1V, Flow: 12.4 L/min, CO2: 361 ppm
[LOG][2002-12-28 23:57] Temp: 31.4C, Press: 100.1Pa, Humid: 67.2%, Volt: 13.3V, Flow: 13.0 L/min, CO2: 383 ppm
[LOG][2002-12-29 07:40] Temp: 18.3C, Press: 103.3Pa, Humid: 35.9%, Volt: nanV, Flow: nan L/min, CO2: nan ppm
[ERROR] Sensor Disconnected - Volt: nan, Flow: nan, CO2: nan
[LOG][2002-12-29 11:56] Temp: 17.1C, Press: 104.9Pa, Humid: 62.9%, Volt: 13.7V, Flow: 9.6 L/min, CO2: 449 ppm
[LOG][2002-12-30 00:42] Temp: 25.3C, Press: 101.5Pa, Humid: 56.0%, Volt: 11.0V, Flow: 11.1 L/min, CO2: 493 ppm
[LOG][2002-12-31 12:18] Temp: 22.4C, Press: 98.5Pa, Humid: 53.1%, Volt: 12.0V, Flow: 8.1 L/min, CO2: 353 ppm
[LOG][2002-12-31 15:36] Temp: 22.2C, Press: 104.2Pa, Humid: 62.3%, Volt: 12.1V, Flow: 8.3 L/min, CO2: 415 ppm
[LOG][2003-01-01 07:43] Temp: 18.9C, Press: 101.5Pa, Humid: 71.7%, Volt: 13.9V, Flow: 7.5 L/min, CO2: 423 ppm
[LOG][2003-01-01 23:42] Temp: 24.6C, Press: 101.7Pa, Humid: 38.7%, Volt: 11.5V, Flow: 10.0 L/min, CO2: 366 ppm
[LOG][2003-01-02 20:58] Temp: 18.3C, Press: 103.8Pa, Humid: 44.9%, Volt: 13.0V, Flow: 7.3 L/min, CO2: 391 ppm
[LOG][2003-01-03 14:10] Temp: 27.0C, Press: 104.1Pa, Humid: 34.9%, Volt: 13.0V, Flow: 10.8 L/min, CO2: 376 ppm
[LOG][2003-01-03 16:20] Temp: 16.0C, Press: 102.0Pa, Humid: 58.7%, Volt: 13.3V, Flow: 11.1 L/min, CO2: 496 ppm
[LOG][2003-01-03 22:37] Temp: 18.4C, Press: 103.7Pa, Humid: 72.3%, Volt: 13.4V, Flow: 9.5 L/min, CO2: 381 ppm
[DEBUG] Interval Check
[LOG][2003-01-04 07:21] Temp: 26.5C, Press: 102.4Pa, Humid: 32.5%, Volt: 11.5V, Flow: 10.6 L/min, CO2: 500 ppm
[LOG][2003-01-05 05:26] Temp: 15.7C, Press: 101.6Pa, Humid: 31.3%, Volt: 11.2V, Flow: 6.5 L/min, CO2: 397 ppm
[LOG][2003-01-06 15:54] Temp: 29.3C, Press: 99.0Pa, Humid: 51.2%, Volt: 13.0V, Flow: 14.5 L/min, CO2: 487 ppm
[LOG][2003-01-07 05:50] Temp: 18.4C, Press: 100.2Pa, Humid: 98.8%, Volt: 11.9V, Flow: 8.8 L/min, CO2: 394 ppm
[LOG][2003-01-07 20:14] Temp: 18.1C, Press: 102.2Pa, Humid: 50.5%, Volt: 13.5V, Flow: 9.4 L/min, CO2: 367 ppm
[LOG][2003-01-07 21:51] Temp: 27.9C, Press: 103.1Pa, Humid: 64.6%, Volt: 13.8V, Flow: 6.8 L/min, CO2: 425 ppm
[LOG][2003-01-08 06:49] Temp: 31.6C, Press: 100.8Pa, Humid: 60.5%, Volt: 11.2V, Flow: 14.5 L/min, CO2: 393 ppm
[LOG][2003-01-08 09:40] Temp: 32.5C, Press: 104.0Pa, Humid: 42.1%, Volt: 14.0V, Flow: 10.7 L/min, CO2: 417 ppm
[LOG][2003-01-08 11:01] Temp: 30.0C, Press: 98.9Pa, Humid: 73.6%, Volt: 13.9V, Flow: 14.2 L/min, CO2: 441 ppm
[LOG][2003-01-09 07:23] Temp: 18.9C, Press: 98.3Pa, Humid: 49.2%, Volt: 12.7V, Flow: 13.3 L/min, CO2: 381 ppm
[LOG][2003-01-09 10:39] Temp: 17.7C, Press: 103.7Pa, Humid: 65.4%, Volt: 13.7V, Flow: 7.1 L/min, CO2: 424 ppm
[LOG][2003-01-09 12:53] Temp: 34.4C, Press: 102.4Pa, Humid: 66.1%, Volt: nanV, Flow: 13.5 L/min, CO2: nan ppm
[ERROR] Sensor Disconnected - Volt: nan, CO2: nan
[LOG][2003-01-10 12:20] Temp: 18.1C, Press: 98.1Pa, Humid: 33.1%, Volt: 13.7V, Flow: 9.4 L/min, CO2: 408 ppm
[LOG][2003-01-10 19:30] Temp: 27.9C, Press: 100.8Pa, Humid: 74.8%, Volt: 13.5V, Flow: 6.3 L/min, CO2: 443 ppm
[LOG][2003-01-11 05:49] Temp: 23.8C, Press: 100.2Pa, Humid: 71.8%, Volt: 11.9V, Flow: 9.9 L/min, CO2: 435 ppm
[LOG][2003-01-11 13:54] Temp: 31.6C, Press: 103.1Pa, Humid: 41.9%, Volt: 13.6V, Flow: 6.0 L/min, CO2: 466 ppm
[LOG][2003-01-11 23:12] Temp: 20.0C, Press: 104.4Pa, Humid: 72.1%, Volt: 12.4V, Flow: 12.3 L/min, CO2: 429 ppm
[LOG][2003-01-12 00:06] Temp: 28.3C, Press: 104.2Pa, Humid: 79.9%, Volt: 11.9V, Flow: 13.1 L/min, CO2: 379 ppm
[LOG][2003-01-12 23:57] Temp: 18.4C, Press: 104.2Pa, Humid: 63.3%, Volt: 11.3V, Flow: 7.8 L/min, CO2: 461 ppm
[LOG][2003-01-13 07:49] Temp: 31.6C, Press: 99.7Pa, Humid: 76.5%, Volt: 13.0V, Flow: 5.5 L/min, CO2: 411 ppm
[LOG][2003-01-13 19:52] Temp: 22.9C, Press: 102.5Pa, Humid: 63.0%, Volt: 13.2V, Flow: 10.7 L/min, CO2: 371 ppm
[LOG][2003-01-14 02:18] Temp: 27.5C, Press: 98.6Pa, Humid: 32.0%, Volt: 13.6V, Flow: 11.1 L/min, CO2: 365 ppm
[LOG][2003-01-15 04:14] Temp: 31.7C, Press: 100.1Pa, Humid: 53.0%, Volt: 12.4V, Flow: 11.5 L/min, CO2: 459 ppm
[LOG][2003-01-15 08:27] Temp: 25.6C, Press: 101.9Pa, Humid: 44.4%, Volt: 11.9V, Flow: 7.1 L/min, CO2: 396 ppm
[LOG][2003-01-15 12:55] Temp: 17.7C, Press: 101.1Pa, Humid: 52.4%, Volt: 11.4V, Flow: 10.4 L/min, CO2: 370 ppm
[LOG][2003-01-16 00:37] Temp: 16.9C, Press: 100.8Pa, Humid: 31.6%, Volt: 12.3V, Flow: 11.2 L/min, CO2: 359 ppm
[LOG][2003-01-16 02:20] Temp: 30.3C, Press: 102.2Pa, Humid: 33.7%, Volt: 12.2V, Flow: 8.2 L/min, CO2: 420 ppm
[LOG][2003-01-16 19:03] Temp: 29.0C, Press: 98.8Pa, Humid: 70.2%, Volt: 11.9V, Flow: 9.1 L/min, CO2: 464 ppm
[LOG][2003-01-17 18:14] Temp: 24.4C, Press: 98.4Pa, Humid: 40.1%, Volt: 12.2V, Flow: 6.6 L/min, CO2: 460 ppm
[LOG][2003-01-17 20:25] Temp: 21.5C, Press: 104.0Pa, Humid: 45.8%, Volt: 13.0V, Flow: 10.5 L/min, CO2: 357 ppm
[LOG][2003-01-17 23:02] Temp: 27.0C, Press: 88.4Pa, Humid: 3.2%, Volt: 12.2V, Flow: 5.8 L/min, CO2: 484 ppm
[LOG][2003-01-18 01:41] Temp: 16.4C, Press: 99.7Pa, Humid: 68.5%, Volt: 13.8V, Flow: 5.7 L/min, CO2: 363 ppm
[LOG][2003-01-18 08:45] Temp: 29.1C, Press: 101.6Pa, Humid: 31.5%, Volt: 11.2V, Flow: 8.5 L/min, CO2: 426 ppm
[LOG][2003-01-19 02:31] Temp: 31.0C, Press: 103.4Pa, Humid: 65.5%, Volt: 13.5V, Flow: 5.9 L/min, CO2: 465 ppm
[LOG][2003-01-19 23:43] Temp: 15.9C, Press: 102.6Pa, Humid: 37.8%, Volt: 12.7V, Flow: 8.6 L/min, CO2: 486 ppm
[LOG][2003-01-20 01:34] Temp: 28.9C, Press: 98.7Pa, Humid: 59.8%, Volt: 13.3V, Flow: 7.3 L/min, CO2: 363 ppm
[LOG][2003-01-20 14:27] Temp: 34.9C, Press: 98.8Pa, Humid: 66.0%, Volt: 11.9V, Flow: 5.9 L/min, CO2: 427 ppm
[LOG][2003-01-21 13:24] Temp: 28.6C, Press: 101.3Pa, Humid: 33.4%, Volt: 11.3V, Flow: 10.7 L/min, CO2: 362 ppm
[LOG][2003-01-21 20:11] Temp: 28.8C, Press: 99.9Pa, Humid: 37.4%, Volt: 11.7V, Flow: 9.2 L/min, CO2: 376 ppm
[LOG][2003-01-21 21:25] Temp: 29.2C, Press: 103.8Pa, Humid: 55.4%, Volt: 11.6V, Flow: 13.7 L/min, CO2: 390 ppm
[LOG][2003-01-22 08:21] Temp: 27.1C, Press: 99.0Pa, Humid: 53.2%, Volt: 11.7V, Flow: 11.2 L/min, CO2: 451 ppm
[LOG][2003-01-22 11:36] Temp: 26.7C, Press: 102.1Pa, Humid: 78.5%, Volt: 12.3V, Flow: 14.5 L/min, CO2: 489 ppm
[LOG][2003-01-23 22:51] Temp: 17.1C, Press: 102.2Pa, Humid: 38.2%, Volt: 12.3V, Flow: 11.0 L/min, CO2: 458 ppm
[LOG][2003-01-24 07:11] Temp: 27.0C, Press: 102.0Pa, Humid: 59.8%, Volt: 11.9V, Flow: 14.2 L/min, CO2: 452 ppm
[LOG][2003-01-24 20:03] Temp: 17.7C, Press: 98.7Pa, Humid: 51.6%, Volt: 13.9V, Flow: 9.9 L/min, CO2: 416 ppm
[LOG][2003-01-24 21:29] Temp: 17.5C, Press: 104.2Pa, Humid: 60.5%, Volt: 11.9V, Flow: 8.7 L/min, CO2: 482 ppm
[LOG][2003-01-25 00:53] Temp: 28.7C, Press: 100.3Pa, Humid: 72.6%, Volt: 11.7V, Flow: 13.1 L/min, CO2: 442 ppm
[LOG][2003-01-25 09:22] Temp: 15.5C, Press: 104.0Pa, Humid: 69.5%, Volt: 13.7V, Flow: 9.2 L/min, CO2: 374 ppm
[LOG][2003-01-26 07:55] Temp: 21.2C, Press: 101.9Pa, Humid: 48.4%, Volt: 13.2V, Flow: 8.9 L/min, CO2: 350 ppm
[LOG][2003-01-27 01:17] Temp: 30.3C, Press: 98.7Pa, Humid: 61.4%, Volt: 13.4V, Flow: 13.0 L/min, CO2: 453 ppm
[LOG][2003-01-27 12:09] Temp: 30.0C, Press: 99.6Pa, Humid: 36.6%, Volt: 12.1V, Flow: 6.8 L/min, CO2: 386 ppm
[LOG][2003-01-27 17:39] Temp: 23.1C, Press: 102.4Pa, Humid: 48.0%, Volt: 14.0V, Flow: 11.1 L/min, CO2: 417 ppm
[LOG][2003-01-28 21:54] Temp: 24.0C, Press: 99.6Pa, Humid: 42.2%, Volt: 14.0V, Flow: 13.4 L/min, CO2: 409 ppm
[LOG][2003-01-29 17:22] Temp: 28.5C, Press: 103.7Pa, Humid: 42.0%, Volt: 13.5V, Flow: 5.9 L/min, CO2: 368 ppm
[LOG][2003-01-30 02:31] Temp: 34.3C, Press: 101.7Pa, Humid: 55.6%, Volt: 13.5V, Flow: 12.4 L/min, CO2: 462 ppm
[LOG][2003-01-31 06:52] Temp: 33.5C, Press: 103.9Pa, Humid: 45.4%, Volt: 13.5V, Flow: 9.3 L/min, CO2: 454 ppm
[LOG][2003-01-31 08:35] Temp: 31.4C, Press: 104.6Pa, Humid: 68.2%, Volt: 13.9V, Flow: 12.1 L/min, CO2: 478 ppm
[LOG][2003-01-31 09:34] Temp: 32.9C, Press: 98.6Pa, Humid: 77.9%, Volt: 13.8V, Flow: 12.0 L/min, CO2: 484 ppm
[LOG][2003-02-01 14:32] Temp: 16.9C, Press: 104.4Pa, Humid: 54.1%, Volt: 13.1V, Flow: 5.4 L/min, CO2: 361 ppm
[LOG][2003-02-01 22:19] Temp: 27.7C, Press: 101.1Pa, Humid: 77.9%, Volt: 12.5V, Flow: 9.5 L/min, CO2: 402 ppm
[LOG][2003-02-02 06:04] Temp: 24.3C, Press: 105.0Pa, Humid: 35.3%, Volt: 11.4V, Flow: 6.9 L/min, CO2: 376 ppm
[LOG][2003-02-02 13:13] Temp: 34.3C, Press: 104.4Pa, Humid: 35.6%, Volt: 12.4V, Flow: 8.5 L/min, CO2: 423 ppm
[LOG][2003-02-02 15:40] Temp: 27.4C, Press: 102.7Pa, Humid: 66.4%, Volt: 11.6V, Flow: 14.6 L/min, CO2: 386 ppm
[LOG][2003-02-03 06:40] Temp: 19.0C, Press: 101.4Pa, Humid: 36.5%, Volt: 11.5V, Flow: 9.8 L/min, CO2: 482 ppm
[LOG][2003-02-04 18:00] Temp: 16.9C, Press: 98.2Pa, Humid: 72.2%, Volt: 13.0V, Flow: 13.3 L/min, CO2: 425 ppm
[LOG][2003-02-05 11:53] Temp: 19.9C, Press: 102.7Pa, Humid: 56.2%, Volt: 12.3V, Flow: 7.4 L/min, CO2: 370 ppm
[LOG][2003-02-05 16:03] Temp: 22.7C, Press: 100.4Pa, Humid: 40.5%, Volt: 12.9V, Flow: 6.3 L/min, CO2: 469 ppm
[LOG][2003-02-05 21:42] Temp: 28.1C, Press: 98.5Pa, Humid: 47.4%, Volt: 11.5V, Flow: 12.9 L/min, CO2: 433 ppm
[LOG][2003-02-06 20:30] Temp: 21.6C, Press: 100.1Pa, Humid: 60.6%, Volt: 13.1V, Flow: 9.5 L/min, CO2: 444 ppm
[LOG][2003-02-07 03:04] Temp: 21.6C, Press: 103.0Pa, Humid: 32.6%, Volt: 11.7V, Flow: 10.5 L/min, CO2: 362 ppm
[LOG][2003-02-07 21:43] Temp: 19.1C, Press: 101.2Pa, Humid: 70.1%, Volt: 12.1V, Flow: 14.5 L/min, CO2: 430 ppm
[LOG][2003-02-08 05:13] Temp: 23.9C, Press: 99.6Pa, Humid: 62.2%, Volt: 13.4V, Flow: 9.0 L/min, CO2: 488 ppm
[LOG][2003-02-08 10:49] Temp: 16.3C, Press: 100.1Pa, Humid: 49.5%, Volt: 13.4V, Flow: 7.7 L/min, CO2: 476 ppm
[LOG][2003-02-08 13:05] Temp: 22.9C, Press: 102.3Pa, Humid: 37.1%, Volt: 13.5V, Flow: 12.1 L/min, CO2: 427 ppm
[LOG][2003-02-09 03:38] Temp: 21.0C, Press: 98.7Pa, Humid: 54.7%, Volt: 11.2V, Flow: 5.8 L/min, CO2: 450 ppm
[LOG][2003-02-09 22:42] Temp: 16.1C, Press: 101.7Pa, Humid: 72.8%, Volt: 13.1V, Flow: 12.8 L/min, CO2: 410 ppm
[LOG][2003-02-09 23:15] Temp: 18.7C, Press: 101.1Pa, Humid: 42.6%, Volt: 11.1V, Flow: 13.0 L/min, CO2: 378 ppm
[LOG][2003-02-10 00:50] Temp: 27.2C, Press: 103.9Pa, Humid: 74.9%, Volt: 11.8V, Flow: 15.0 L/min, CO2: 449 ppm
[LOG][2003-02-10 21:44] Temp: 33.0C, Press: 102.7Pa, Humid: 56.3%, Volt: 11.9V, Flow: 14.7 L/min, CO2: 378 ppm
[LOG][2003-02-10 21:52] Temp: 19.9C, Press: 101.0Pa, Humid: 69.9%, Volt: 12.4V, Flow: 9.2 L/min, CO2: 435 ppm
[LOG][2003-02-11 18:11] Temp: 27.3C, Press: 99.2Pa, Humid: 48.6%, Volt: 12.5V, Flow: 10.0 L/min, CO2: 400 ppm
[LOG][2003-02-12 04:43] Temp: 18.5C, Press: 98.7Pa, Humid: 33.4%, Volt: 13.3V, Flow: 8.5 L/min, CO2: 472 ppm
[LOG][2003-02-12 13:04] Temp: 23.7C, Press: 99.9Pa, Humid: 40.9%, Volt: 11.6V, Flow: 9.7 L/min, CO2: 400 ppm
[LOG][2003-02-13 00:14] Temp: 17.8C, Press: 98.1Pa, Humid: 60.0%, Volt: 12.3V, Flow: 5.8 L/min, CO2: 488 ppm
[LOG][2003-02-14 00:22] Temp: 20.2C, Press: 103.6Pa, Humid: 69.6%, Volt: 11.8V, Flow: 8.0 L/min, CO2: 420 ppm
[LOG][2003-02-14 13:02] Temp: 29.9C, Press: 99.8Pa, Humid: 41.8%, Volt: 11.7V, Flow: 13.9 L/min, CO2: 400 ppm
[LOG][2003-02-14 14:58] Temp: 26.7C, Press: 101.1Pa, Humid: 34.3%, Volt: 12.0V, Flow: 8.6 L/min, CO2: 492 ppm
[LOG][2003-02-15 05:37] Temp: 16.5C, Press: 99.1Pa, Humid: 30.8%, Volt: 11.3V, Flow: 14.0 L/min, CO2: 401 ppm
[LOG][2003-02-15 14:07] Temp: 23.1C, Press: 102.0Pa, Humid: 61.1%, Volt: 12.8V, Flow: 12.8 L/min, CO2: 350 ppm
[LOG][2003-02-15 21:01] Temp: 26.3C, Press: 101.6Pa, Humid: 37.1%, Volt: 12.3V, Flow: 5.3 L/min, CO2: 362 ppm
[LOG][2003-02-16 05:09] Temp: 15.5C, Press: 104.1Pa, Humid: 67.6%, Volt: 12.7V, Flow: 13.2 L/min, CO2: 493 ppm
[LOG][2003-02-16 07:40] Temp: 27.8C, Press: 101.3Pa, Humid: 32.1%, Volt: 12.2V, Flow: 7.6 L/min, CO2: 397 ppm
[LOG][2003-02-16 08:20] Temp: 22.3C, Press: 102.8Pa, Humid: 72.1%, Volt: 12.7V, Flow: 5.3 L/min, CO2: 443 ppm
[LOG][2003-02-17 19:06] Temp: 30.4C, Press: 104.1Pa, Humid: 32.5%, Volt: 13.6V, Flow: 10.5 L/min, CO2: 413 ppm
[LOG][2003-02-18 13:08] Temp: 18.9C, Press: 98.4Pa, Humid: 37.8%, Volt: 11.8V, Flow: 13.1 L/min, CO2: 409 ppm
[LOG][2003-02-18 15:01] Temp: 27.9C, Press: 100.3Pa, Humid: 43.1%, Volt: 11.3V, Flow: 9.0 L/min, CO2: 489 ppm
[LOG][2003-02-18 23:14] Temp: 20.0C, Press: 99.4Pa, Humid: 40.1%, Volt: 11.2V, Flow: 9.8 L/min, CO2: 481 ppm
[LOG][2003-02-19 08:38] Temp: 16.8C, Press: 120.0Pa, Humid: 72.4%, Volt: 11.0V, Flow: 11.0 L/min, CO2: 478 ppm
[WARN] Low Pressure Warning - Press: 120.0Pa
[LOG][2003-02-20 03:49] Temp: 16.9C, Press: 100.5Pa, Humid: 44.7%, Volt: 11.9V, Flow: 5.9 L/min, CO2: 352 ppm
[LOG][2003-02-20 20:31] Temp: 24.3C, Press: 98.1Pa, Humid: 71.6%, Volt: 12.5V, Flow: 11.6 L/min, CO2: 367 ppm
[LOG][2003-02-21 04:47] Temp: 26.0C, Press: 99.1Pa, Humid: 51.2%, Volt: 12.2V, Flow: 6.0 L/min, CO2: 450 ppm
[LOG][2003-02-21 06:29] Temp: 28.6C, Press: 100.1Pa, Humid: 55.2%, Volt: 12.8V, Flow: 5.1 L/min, CO2: 498 ppm
[LOG][2003-02-21 09:52] Temp: 32.5C, Press: 104.2Pa, Humid: 60.6%, Volt: 13.7V, Flow: 11.9 L/min, CO2: 493 ppm
[LOG][2003-02-22 10:03] Temp: 32.0C, Press: 100.7Pa, Humid: 39.5%, Volt: 13.5V, Flow: 5.0 L/min, CO2: 493 ppm
[LOG][2003-02-22 20:19] Temp: 23.0C, Press: 100.7Pa, Humid: 66.4%, Volt: 13.7V, Flow: 7.5 L/min, CO2: 490 ppm
[LOG][2003-02-23 00:36] Temp: 24.8C, Press: 99.5Pa, Humid: 53.3%, Volt: 12.3V, Flow: 6.3 L/min, CO2: 390 ppm
[LOG][2003-02-23 07:26] Temp: 28.3C, Press: 103.2Pa, Humid: 60.4%, Volt: 11.8V, Flow: 11.9 L/min, CO2: 500 ppm
[LOG][2003-02-23 14:51] Temp: 24.2C, Press: 98.5Pa, Humid: 58.6%, Volt: 13.2V, Flow: 14.3 L/min, CO2: 357 ppm
[LOG][2003-02-24 08:22] Temp: 27.6C, Press: 100.3Pa, Humid: 98.6%, Volt: 12.5V, Flow: 5.1 L/min, CO2: 468 ppm
[LOG][2003-02-24 17:13] Temp: 23.8C, Press: 102.9Pa, Humid: 65.2%, Volt: 12.5V, Flow: 7.3 L/min, CO2: 395 ppm
[LOG][2003-02-24 22:19] Temp: 23.8C, Press: 100.5Pa, Humid: 52.0%, Volt: 13.1V, Flow: 12.3 L/min, CO2: 395 ppm
[DEBUG] Interval Check
[LOG][2003-02-25 06:22] Temp: 18.0C, Press: 102.8Pa, Humid: 51.1%, Volt: 11.3V, Flow: 13.3 L/min, CO2: 385 ppm
[LOG][2003-02-25 10:03] Temp: 22.3C, Press: 102.0Pa, Humid: 46.9%, Volt: 13.7V, Flow: 10.9 L/min, CO2: 379 ppm
[LOG][2003-02-25 12:13] Temp: 17.2C, Press: 99.4Pa, Humid: 46.9%, Volt: 12.0V, Flow: 5.8 L/min, CO2: 392 ppm
[LOG][2003-02-26 00:35] Temp: 25.2C, Press: 104.3Pa, Humid: 43.9%, Volt: 12.3V, Flow: 11.4 L/min, CO2: 408 ppm
[LOG][2003-02-26 10:14] Temp: 23.1C, Press: 104.0Pa, Humid: 55.9%, Volt: 13.2V, Flow: 10.0 L/min, CO2: 407 ppm
[LOG][2003-02-26 11:29] Temp: 29.4C, Press: 103.9Pa, Humid: 73.3%, Volt: 11.1V, Flow: 14.9 L/min, CO2: 465 ppm
[LOG][2003-02-27 05:45] Temp: 28.1C, Press: 99.4Pa, Humid: 45.7%, Volt: 13.0V, Flow: 7.3 L/min, CO2: 444 ppm
[LOG][2003-02-27 08:19] Temp: 25.4C, Press: 99.4Pa, Humid: 74.0%, Volt: 13.0V, Flow: 8.7 L/min, CO2: 375 ppm
[LOG][2003-02-28 05:44] Temp: 19.8C, Press: 99.5Pa, Humid: 60.1%, Volt: 13.4V, Flow: 8.0 L/min, CO2: 485 ppm
[LOG][2003-03-01 02:14] Temp: 23.3C, Press: 101.4Pa, Humid: 70.5%, Volt: 13.6V, Flow: 0.2 L/min, CO2: 420 ppm
[LOG][2003-03-02 12:09] Temp: 15.2C, Press: 104.5Pa, Humid: 70.7%, Volt: 12.6V, Flow: 11.5 L/min, CO2: 399 ppm
[LOG][2003-03-02 16:54] Temp: 16.5C, Press: 101.0Pa, Humid: 33.6%, Volt: 12.0V, Flow: 13.8 L/min, CO2: 407 ppm
[LOG][2003-03-03 05:22] Temp: 29.8C, Press: 99.9Pa, Humid: 62.2%, Volt: 13.0V, Flow: 10.7 L/min, CO2: 480 ppm
[LOG][2003-03-03 14:21] Temp: 19.1C, Press: 104.0Pa, Humid: 77.4%, Volt: 11.6V, Flow: 10.0 L/min, CO2: 365 ppm
[LOG][2003-03-03 23:57] Temp: 28.9C, Press: 101.2Pa, Humid: 73.5%, Volt: 11.3V, Flow: 7.2 L/min, CO2: 480 ppm
[LOG][2003-03-04 20:44] Temp: 19.9C, Press: 100.5Pa, Humid: 73.3%, Volt: 12.8V, Flow: 7.0 L/min, CO2: 437 ppm
[LOG][2003-03-05 01:38] Temp: 17.3C, Press: 98.0Pa, Humid: 69.2%, Volt: 12.7V, Flow: 29.9 L/min, CO2: 397 ppm
[LOG][2003-03-05 17:56] Temp: 34.3C, Press: 100.8Pa, Humid: 51.7%, Volt: 13.7V, Flow: 7.3 L/min, CO2: 361 ppm
[LOG][2003-03-05 19:34] Temp: 31.9C, Press: 104.9Pa, Humid: 47.4%, Volt: 11.1V, Flow: 9.9 L/min, CO2: 355 ppm
[LOG][2003-03-06 04:40] Temp: 30.0C, Press: 104.3Pa, Humid: 78.3%, Volt: 12.3V, Flow: 12.6 L/min, CO2: 369 ppm
[DEBUG] Interval Check
[LOG][2003-03-06 21:04] Temp: 25.6C, Press: 100.4Pa, Humid: 53.0%, Volt: 12.3V, Flow: 14.7 L/min, CO2: 350 ppm
[LOG][2003-03-07 02:32] Temp: 15.6C, Press: 98.1Pa, Humid: 51.8%, Volt: 13.5V, Flow: 10.8 L/min, CO2: 387 ppm
[LOG][2003-03-07 14:32] Temp: 34.3C, Press: 100.7Pa, Humid: 66.9%, Volt: 12.4V, Flow: 7.4 L/min, CO2: 418 ppm
[DEBUG] Interval Check
[LOG][2003-03-07 16:03] Temp: 16.4C, Press: 99.6Pa, Humid: 44.6%, Volt: 13.2V, Flow: 14.0 L/min, CO2: 429 ppm
[LOG][2003-03-08 05:07] Temp: 33.1C, Press: 101.8Pa, Humid: 38.4%, Volt: 13.1V, Flow: 13.8 L/min, CO2: 463 ppm
[LOG][2003-03-08 20:46] Temp: 57.2C, Press: 99.4Pa, Humid: 96.1%, Volt: 13.4V, Flow: 8.0 L/min, CO2: 362 ppm
[LOG][2003-03-08 23:28] Temp: 17.6C, Press: 99.4Pa, Humid: 56.9%, Volt: 12.1V, Flow: 7.3 L/min, CO2: 497 ppm
[LOG][2003-03-09 03:41] Temp: 33.6C, Press: 101.1Pa, Humid: 59.4%, Volt: 13.8V, Flow: 12.3 L/min, CO2: 444 ppm
[LOG][2003-03-09 21:43] Temp: 20.4C, Press: 103.0Pa, Humid: 34.5%, Volt: 13.7V, Flow: 9.0 L/min, CO2: 463 ppm
[LOG][2003-03-10 09:58] Temp: 34.5C, Press: 103.2Pa, Humid: 49.2%, Volt: 13.2V, Flow: 11.0 L/min, CO2: 486 ppm
[LOG][2003-03-10 16:34] Temp: 18.4C, Press: 102.8Pa, Humid: 68.4%, Volt: 11.3V, Flow: 9.8 L/min, CO2: 491 ppm
[LOG][2003-03-10 19:09] Temp: 24.7C, Press: 102.2Pa, Humid: 46.3%, Volt: 13.2V, Flow: 8.3 L/min, CO2: 470 ppm
[LOG][2003-03-11 21:34] Temp: 29.6C, Press: 101.8Pa, Humid: 42.1%, Volt: 11.5V, Flow: 8.1 L/min, CO2: 446 ppm
[LOG][2003-03-12 03:30] Temp: 32.7C, Press: 103.6Pa, Humid: 48.0%, Volt: 13.1V, Flow: 13.3 L/min, CO2: 443 ppm
[LOG][2003-03-12 20:52] Temp: 31.6C, Press: 100.9Pa, Humid: 59.6%, Volt: 13.0V, Flow: 11.6 L/min, CO2: 351 ppm
[LOG][2003-03-13 02:40] Temp: 15.4C, Press: 102.8Pa, Humid: 63.9%, Volt: 12.0V, Flow: 9.4 L/min, CO2: 381 ppm
[LOG][2003-03-13 10:07] Temp: 24.8C, Press: 101.7Pa, Humid: 34.9%, Volt: 11.3V, Flow: 13.1 L/min, CO2: 366 ppm
[LOG][2003-03-13 11:44] Temp: 30.8C, Press: 99.0Pa, Humid: 45.5%, Volt: 11.8V, Flow: 10.5 L/min, CO2: 461 ppm
